Código producto,Nombre producto,MARCA DETALLADA,MARCA RESUMIDA,LINEA NEGOCIO
PT144420B,PULSADOR TIMBRE SENCILLO 10A/127V NOVA BLANCO,OTROS,SECUNDARIA,OTROS
SCH40-2,CURVA PVC SCH40 2 PLASTIMEC,PLASTIMEC,SECUNDARIA,OTROS
SDZD62C50,BREAKER RIEL 2X50A 6KA STECK,OTROS,SECUNDARIA,OTROS
SSU-100-LG,SOPORTE SUSPENSION UNIVERSAL 0.10 M LG PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
SSU-400-LG,SOPORTE SUSPENSION UNIVERSAL 0.40 M LG PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
TE-14-Z,TUERCA HEX 1/4 G2 ZINC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
VTJ-1412-Z,TORNILLO CARRIAJE 1/4 X 1/2 G2 ZINC PERALTA PERFILERIA,PERALTA ,SECUNDARIA,OTROS
LN607-48W-30*120,PANEL LED 30*120 6500K 48W 100-240V 3360lm KLIC,KLIC,PRIMARIA,ILUMINACION
P29770-19,LED REFLECTOR JETA 50W DL UNV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29772-22,LED REFLECTOR JETA 100W DL UNV M. SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70256,TUBO PVC 1/2 CEB,CEB,SECUNDARIA,ILUMINACION
P29966-33,LED MOON 9W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24890-19,BOMBILLA TOLEDO HW 6500K 20W DL MV  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
20126,PANEL LED PASTEL SP REDONDO 18W 6500K CEB,CEB,SECUNDARIA,ILUMINACION
P24892-19,BOMBILLA TOLEDO HW 6500K 30W DL MV  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29967-33,LED MOON 12W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
LN602-3W-85*10,PANEL LED REDONDO INCRUSTAR 3W 6500K  100-240V 85*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
P24336-19,PANEL LED RD 6500K 9W DL  100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
AL506-12W-165*165*10,PANEL LED CUADRADO 12W INCRUSTAR 40-60W 6500K  100-240V 165*165*10mm IP20 20AWG KLIC,KLIC,PRIMARIA,ILUMINACION
70250,TUBO PVC SCH-40 1/2 M.CEB,CEB,SECUNDARIA,ILUMINACION
P29963-33,LED ASTRO RD 15W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26395-19,PANEL LED RD 6500K 6W DL MV SP SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29964-33,LED ASTRO SQ 15W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70251,TUBO PVC SCH-40 3/4 M. MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P23343-39,LAMPARA LED EMERG 6500K R2 3W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
40128,BRAZO PARA LUMINARÍA M. CEB,CEB,SECUNDARIA,ILUMINACION
P29962-33,LED AZZART SQ 15W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70246,GRAPA DOBLE ALA 2M. MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29753-19,PANEL DECO RD 24W DL MV INC ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29754-19,PANEL DECO RD 18W DL MV SP ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29969-33,LED ARTIK 6W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
50111,LUMINARIA STREET SOLAR 100 W CEB,CEB,SECUNDARIA,ILUMINACION
70168,CONECTOR CURVO 3/4 ACERO MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70245,GRAPA DOBLE ALA DE 1 1/2 CEB,CEB,SECUNDARIA,ILUMINACION
NX10012000,C. 14AWG CU ROJO THHN/THWN-2 60V X MTR CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P23174-1,BOMBILLA TOLEDO 6500K 5W DL 6H 120V ST CJ TER SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70252,TUBO PVC SCH40 1 X3MTRS CEB,CEB,SECUNDARIA,ILUMINACION
P27633-19,BOMBILLA TOLEDO 3000K 15W WW 15H SYL CJ SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29968-12,LED ARTIK 4W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29669-36,LED JETA SOLAR 4800LM DL SENSOR SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27359-33,PANEL LED RD 3000K 3W WW 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
40103C,LAMPARA TORTUGA BLANCA 3000K 10W CEB,CEB,SECUNDARIA,ILUMINACION
P25161-3,TUBO LED 4000K 18WT8 NW 100-277 PC  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P25125-3,TUBO LED 6500K 18WT8 DL 100-277 PC  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27668-19,BOMBILLA REFLED ES50 6500K 6W DL GU10 MV CJ  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27631-19,BOMBILLA TOLEDO 3000K 12W WW 15H MV CJ SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40412-19,PANEL DECO RD 18W WW MV SP ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
NX10011771-MT,C. 14AWG CU NEGRO THHN/THWG-2 600V X MTR CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P40285-30,LED PANEL RD 12W WW MV SP SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40129-41,LED JET SOLAR 3000LM DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
NX10011755-MT,C. 14AWG CU BLANCO THHN-2 600V X MTR CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P27360-33,PANEL LED RD 6500K 3W DL 100-240V SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70312,GRAPA DOBLE ALA 3 M MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29769-19,LED REFLECTOR JETA 30W DL UNV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29575-36,LED REFLECTOR JETA 200W DL ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29993-36,LED DECO BOLARDO 6W 0.8M WW M SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
40101,LUMINARIA UFO LED 150W CEB,CEB,SECUNDARIA,ILUMINACION
CONT3/4,CONDULETA EMT 3/4 EN T LISA M CEB,CEB,SECUNDARIA,ILUMINACION
P27632-19,BOMBILLA TOLEDO 6500K 12W DL 15H SYL CJ SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
NX10024800,C. 14AWG CU ROJO THHN/THWN-2 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P29752-19,PANEL DECO RD 18W DL MV INC ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27957-19,BOMBILLA TOLEDO SLIM 6000K 5W DL 15H MV BL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23175-1,BOMBILLA TOLEDO 6500K  7W DL 6H 120V ST CJ TER SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26396-30,PANEL LED RD 4000K 12W NW MV SP SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
TAB-MON-INC6,TABLERO MONOFASICO METALICO INCRUSTAR 6 CEB,CEB,SECUNDARIA,ILUMINACION
P29955-19,LED SIRIUS SINGLE 6W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
020060011,CABLE SOLDADOR 6AWG CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P27479-36,LAMPARA LED TORTUGA 6000K 12W DL BULKHEAD SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P24106-36,PROYECTOR LED SYLFLOOD 200W CW 60 SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29802-3,LED BATTEN 8W DL MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29755-19,PANEL DECO RD 24W DL MV SP ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
80179,BANDEJA MALLA 50X300X3000 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29961-33,LED AZZART RD 15W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29953-12,LED BRIO 3W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70275,CURVA SCH 40 PVC 1/2 M. MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29774-24,LED REFLECTOR JETA 200W DL UNV M. SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40065-16,LED EMERGENCIA 5W DL 45 PCS M. SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
SEN32,SENSOR DE HUMO BLANCO CON BATERIA KLIC,KLIC,PRIMARIA,ILUMINACION
50112,LUMINARIA STREET SOLAR 200 W CEB,CEB,SECUNDARIA,ILUMINACION
P29970-33,LED ARTIK 8W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70259,"TUBO PVC 1 1/4 3 M, MAXWELL",MAXWELL,PRIMARIA,TUBERIA
P29960-33,LED ANTAR DOUBLE RD 18W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
80151,BANDEJA MALLA 50X100X3000 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
TAB-MON-INC12,TABLERO MONOFASICO METALICO INCRUSTAR 12 CEB,CEB,SECUNDARIA,ILUMINACION
70188,SUPLEMENTO METALICO CEB,CEB,SECUNDARIA,ILUMINACION
20134C,PANEL LED 52W 30X1.20 4100K CEB,CEB,SECUNDARIA,ILUMINACION
P29957-33,LED ANTAR SINGLE RD 9W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29751-19,PANEL DECO RD 12W DL MV INC ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P29965-19,LED ASTRO RC 24W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70113,"TUBO GALVANIZADO (IMC) 2"" CERTIFICADO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70231,"JUEGO DE BOQUILLA IMC 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
SEN27,SENSOR DE ROSETA 360100-240V/AC 60W ROSCA E27 IP20 KLIC,KLIC,PRIMARIA,ILUMINACION
TAB-BIF-INC12,TABLERO BIFASICO METALICO INCRUSTAR 12 CEB,CEB,SECUNDARIA,ILUMINACION
TAB-TRI-INC12,TABLERO TRIFASICO CON PUERTA METALICO INCRUSTAR 12 CEB,CEB,SECUNDARIA,ILUMINACION
80132,TABLERO TRIFÁSICO CON PUERTA Y ESPACIO PARA TOTALIZADOR 12C M. MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29954-13,LED DECO STEP 4W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40091-36,LED HIGHBAY 100W DL GC015 DIM SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40066-16,LED EMERGENCIA 10W DL 75 PCS M. SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23864-19,BOMBILLA TOLEDO GLOBO SMART 3000-6500RGB 9W WIFI  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
NX10011762,C. 10AWG CU VERDE THHN X MTS CENTELSA,CENTELSA,PRIMARIA,CABLEADO
70117,CURVA GALVANIZADA (IMC) 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70118,CURVA GALVANIZADA  (IMC) 3/4 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70287,CONDULETA TIPO C CON ROSCA DE 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
40111,LAMPARA MULTIPUNTO ALUMBRADO PÚBLICO 180WCEB,CEB,SECUNDARIA,ILUMINACION
NX10051200,3X18AWG ENCAUCHETADO PVC-NY/PVC X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P24893-19,BOMBILLA TOLEDO HW 6500K 40W DL MV  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40074-20,LED HERMETICA 36W DLECO PROOF SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P26571-19,TOLEDO HW 50W DL MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
60147,SPOT  LED DIRIGIBLES ROMA NEGRO 30W LUZ CALIDA CEB,CEB,SECUNDARIA,ILUMINACION
P27687-36,LAMPARA LED BEACON SYL-SECURE 5000K  20W SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
209115-1,C. 2AWG FREETOX NEGRO X MTRS M. CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80160,"GRAPA RIEL 1"" 1/2 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70121,"CURVA GALVANIZADA (IMC) 1"" 1/2 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70138,"UNION GALVANIZADA  (IMC) 1"" 1/2 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
24CS04N,CABLE SOLAR PV 4MM LS-FR-SR-TC NEGRO CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10045992,C. 4AWG NEGRO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
209117-7,C. 1/0AWG FREETOX NEGRO X MTRS M. CENTELSA,CENTELSA,PRIMARIA,CABLEADO
70132,"CURVA METALICA (EMT) 3"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70157,"UNION METALICA  (EMT) 3"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70277,"CURVA SCH 40 1"" M CEB",CEB,SECUNDARIA,ILUMINACION
70254,TUBO PVC SCH 40 1 1/2 X 3MRS CEB,CEB,SECUNDARIA,ILUMINACION
NX10011757,C. 10AWG CU AZUL THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007150,A. 10AWG CU AZUL THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007152,A. 10AWG CU AMARILLO THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80007153,A. 10AWG CU VERDE THHN-2 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10036451,C. 10AWG VERDE FREETOX 600V  ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10036448,C. 10AWG ROJO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10036055,C. 10AWG AMARILLO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038384,C. 14AWG AMARILLO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038386,C. 14AWG AZUL FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10038387,C. 14AWG ROJO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
NX10039206,C. 14AWG NEGRO FREETOX 600V ROLLO X 100 CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P27384-36,LAMPARA LED STREET 4000K LIGHT ZD216 50W NW SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70107,"TUBO METALICO (EMT) 4"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70150,"TERMINAL METALICA (EMT) 4"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80163,"GRAPA RIEL 4"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
P25265-36,LAMPARA LED BALA 4000K 15W NW MV JUPITER SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
501077,REFLECTOR LED SOLAR 200W CEB,CEB,SECUNDARIA,ILUMINACION
P26118-36,LED SYL-LIGHTER 22W CCT UNV UL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70235,CINTA BANDIT 1/2 ROLLO X 30.4 MT MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70239,HEBILLA BANDIT 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
CON3/4LR,CONDULETA EMT 3/4 LR LISA M.CEB,CEB,SECUNDARIA,ILUMINACION
70272,UNION PVC SCH-40 1-1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70268,UNION PVC SCH-40 1/2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70269,UNION PVC SCH-40 3/4 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70169,"CONECTOR CURVO 1"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70170,"CONECTOR CURVO 1"" 1/4 ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
P25819-36,LAMPARA LED SYL-STREET 4000K 22-35W NW 7P  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
60114B,SPOT  LED DIRIGIBLES FORMAX E27 BLANCO CEB,CEB,SECUNDARIA,ILUMINACION
P29564-39,LED PANEL RC 40W DL UNV BL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28374-33,LAMPARA LED HERM 6500K 36W DL ECO PROOF SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
50113,LUMINARIA STREET SOLAR 300 W CEB,CEB,SECUNDARIA,ILUMINACION
P29452-36,LUMINARIA LED STREET ZD229 40-60W NW 3P SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27621-19,BOMBILLA TOLEDO 6500K 9W DL 15H SYL CJ SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P23970-36,CINTA LED SMART 3000-6500RGB 20W WIFI RGBW  SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P28318-36,LED MINICONTINUUM SUSPENDER 40W NW 1.2M 4000K SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
40103B,LAMPARA TORTUGA BLANCA 6500K 10W CEB,CEB,SECUNDARIA,ILUMINACION
60113B,SPOT  LED DIRIGIBLES ELITE E27 BLANCO CEB,CEB,SECUNDARIA,ILUMINACION
50114,REFLECTOR LED SOLAR 400W M.CEB,CEB,SECUNDARIA,ILUMINACION
20130,PANEL LED PASTEL SP CUADRADO 24W 6500K CEB,CEB,SECUNDARIA,ILUMINACION
SOP28CM,"SOPORTE PIE DE AMIGO 28 CM M, MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70122,"CURVA GALVANIZADA (IMC) 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
30111,LINEA PLATINO TELEFONO + COAXIAL CEB,CEB,SECUNDARIA,ILUMINACION
P27751-36,LAMPARA LED TORTUGA 6500K 12W DL ST SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
50102,ALUMBRADO PUBLICO SOLAR 180 W M. CEB,CEB,SECUNDARIA,ILUMINACION
P40130-24,LED REFLECTOR JETA 300W DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P38059-36,LAMPARA LED EMERG AVISO FL DCHA VERDE SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P38064-36,LAMPARA LED EMERG AVISO FL IZQ  VERDE SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
50200,"REFLECTOR LED SOLAR 300W M,CEB",CEB,SECUNDARIA,ILUMINACION
P40073-39,LED EMERGENCIA AVISO 4S MARCA SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70224,"CORAZA FLEXIBLE GRIS 1"" 1/4 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
VINI25CMTR,VINIPEL 25 CM TRANSPARENTE 200M M.CEB,CEB,SECUNDARIA,ILUMINACION
3007174,C.14AWG CU AZUL THHN/THWN-2 600V X ROLLO CONDUMEX,CONDUMEX,PRIMARIA,CABLEADO
70271,UNION SCH-40 1-1/4 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70273,UNION PVC SCH-40 2 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29945-36,LED HIGH BAY 200W DL GC 101 ST M.SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27620-19,BOMBILLA TOLEDO 3000K 9W WW 15H SYL CJ SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70164,"CONECTOR RECTO 2"" ACERO MAXWELL",MAXWELL,PRIMARIA,TUBERIA
P40101-36,LED JETA SOLAR 3000LM DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70263,TERMINAL SCH-40 3/4 M. MAXWELL,MAXWELL,PRIMARIA,TUBERIA
80170,GRAPA HANGER 3/4 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
80197,TABLERO PLASTICO DE SOBREPONER 12 CTOS MAXWELL,MAXWELL,PRIMARIA,TUBERIA
LM51218,PULSADOR TIMBRE NEGRO LINEA STAR BLACK CEB,CEB,SECUNDARIA,ILUMINACION
NX10011772-MT,C. 14AWG CU AZUL THHN/THWN-2 600V X MTR CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80195,TABLERO PLASTICO DE SOBREPONER 6 CTOS MAXWELL,MAXWELL,PRIMARIA,TUBERIA
NX10011761,C. 10AWG CU NEGRO X MTS CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P40094-19,LED PANEL RD 35W DL UNV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P27144-36,LAMPARA LED SPOT SQ 6500K 7W DL MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
70120,"CURVA GALVANIZADA (IMC) 1"" 1/4 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80180,BANDEJA MALLA 50X400X3000 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
70258,"TUBO PVC 1"" 3 MTRS M. CEB",CEB,SECUNDARIA,ILUMINACION
70240,HEBILLA BANDIT 5/8 MAXWELL,MAXWELL,PRIMARIA,TUBERIA
P29857,LED HIGHBAY GC350 200W 3CCT SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40137-41,LED JETA SOLAR 4000LM DL SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
80007153-MT,A. 10AWG CU VERDE THHN-2 600V X MTR CENTELSA,CENTELSA,PRIMARIA,CABLEADO
70261,"TUBO PVC PESADO 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
P23208-36,LAMPARA LED SPOT 3000K 5W WW MV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
80176,TROQUEL CANALETA DATOS 10 CM M. CEB,CEB,SECUNDARIA,ILUMINACION
P24638-36,LAMPARA LED DECO BOLARDO 3000K 10W 0.8M WW SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
80196,TABLERO PLASTICO DE SOBREPONER 8 CTOS MAXWELL,MAXWELL,PRIMARIA,TUBERIA
24CS04R,CABLE SOLAR PV 4MM LS-FR-SR-TC ROJO CENTELSA,CENTELSA,PRIMARIA,CABLEADO
80174,"GRAPA HANGER 2"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80173,"GRAPA HANGER 1"" 1/2 MAXWELL",MAXWELL,PRIMARIA,TUBERIA
70262,TERMINAL PVC SCH40 1/2 CEB,CEB,SECUNDARIA,ILUMINACION
3005687,C.10AWG BCO 100 ZEROH 75C M.CONDUMEX,CONDUMEX,PRIMARIA,CABLEADO
P23679-36,LED JETA PRO 100W DL UNV SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40153-36,LED LIGHT SOLAR S200 DL START SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40092-36,LED HIGHBAY 150W DL GC015 DIM SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
P40286-33,LED PANEL RD 18W WW MV SP SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
020200054,C. 6AWG AZUL FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
020200055,C. 6AWG BLANCO FREETOX 600V X MT CENTELSA,CENTELSA,PRIMARIA,CABLEADO
P40155-36,LED LIGHT SOLAR S300 DL START SYLVANIA,SYLVANIA,PRIMARIA,ILUMINACION
020160032,C. ENCAUCHETADO 4X10 AWG CT 600V M CENTELSA,CENTELSA,PRIMARIA,CABLEADO
70123,"CURVA GALVANIZADA (IMC)  3"" MAXWELL",MAXWELL,PRIMARIA,TUBERIA
80194,TABLERO PLASTICO DE SOBREPONER 4 CTOS MAXWELL,MAXWELL,PRIMARIA,TUBERIA
NX10011774-MT,C. 14AWG CU AMARILLO THHN/THWN-2 X MTR CENTELSA,CENTELSA,PRIMARIA,CABLEADO
030080054,GRAPA METALICA 1 1/4 EMT M. GENERICA,GENERICA,SECUNDARIA,OTROS
CHS-1,CHAZO SUPRA 1/4 M. GENERICA,GENERICA,SECUNDARIA,OTROS
TORDRY8*1,TORNILLO DRYWALL 8X1 M.GENERICA,GENERICA,SECUNDARIA,OTROS
88510617,BROCA HSS INCOLMA LAMINA 5/16 M.GENERICA,GENERICA,SECUNDARIA,OTROS
SCRGB58360,SIERRACOPA BIMETAL 29MM 1-3/4 PARA 1-1/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
CNECTE25NE,"PAPEL CONTACT KLIPP NARANJA * 20MTR M, GENERICA",GENERICA,SECUNDARIA,OTROS
BRORAN1/4*4,BROCA SDS RANURADA IRWIN MURO 1/4 X4 MGENERICA,GENERICA,SECUNDARIA,OTROS
BROSDS3/8*6,BROCA SDS RANURADA IRWN MURO 3/8X6 M GENERICA,GENERICA,SECUNDARIA,OTROS
BRORAN5/16*6,BROCA SDS RANURADA IRWIN MURO 5/16 X6 M GENERICA,GENERICA,SECUNDARIA,OTROS
CHAPLA1/4,CHAZO PLASTICO 1/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
DW8062:C,DISCO DEWALT CORTE FINO 41/2 INOX M GENERICA,GENERICA,SECUNDARIA,OTROS
ESSMTIK1AG,ESTUCO SUPERMASTICK GALON M GENERICA,GENERICA,SECUNDARIA,OTROS
SENHH024TH,SEGUETA NICHOLSON DE HIERRO No. 24 M GENERICA,GENERICA,SECUNDARIA,OTROS
TERMI12,TERMINAL PIN CILINDRICO GRIS 12 AWG M.GENERICA,GENERICA,SECUNDARIA,OTROS
TOPBPH7*1P,TORNILLO DRYWALL #8X1 1/2 M GENERICA,GENERICA,SECUNDARIA,OTROS
SOECCPV1/4,SOLDADURA PEGATUBO PVC 1/4 M GENERICA,GENERICA,SECUNDARIA,OTROS
BRO3/8MURO,BROCA 3/8 MURO M. GENERICA M.GENERICA,GENERICA,SECUNDARIA,OTROS
CRDF1DUFPV-2,PUNTA ESTRELLA WERK NEGRA 1/4*2 M. GENERICA,GENERICA,SECUNDARIA,OTROS
IMP-0106,DISCO DIAMANT 4 1/2 SEGM ECO IMP M GENERICA,GENERICA,SECUNDARIA,OTROS
38T5320W,TOMA LV DOBLE CP 15A 125V BLANCA M.GENERICA,GENERICA,SECUNDARIA,OTROS
030010070,CURVA SCH-40 1 M. GENERICA,GENERICA,SECUNDARIA,OTROS
030010069,CURVA SCH-40 3/4 M. GENERICA,GENERICA,SECUNDARIA,OTROS
NX100769731,1x6+6 ACOMETIDA CU PLANA XLPE/PV X MT M. GENE,GENERICA,SECUNDARIA,OTROS
CONBIM3,CONECTOR BIMETALICO # 3 M.GENERICA,GENERICA,SECUNDARIA,OTROS
ESTMADBOD,ESTIBAS MADERA M GENERICA,GENERICA,SECUNDARIA,OTROS
